date,description,amount,currency,type
2024-10-01,Mobile Recharge,-271.9,USD,debit
2024-10-01,Mobile Recharge,-271.9,USD,debit
2024-10-02,Mobile Recharge,-39.79,USD,debit
2024-10-03,Charity Donation,-298.36,USD,debit
2024-10-03,Cinema City,-131.98,USD,debit
2024-10-03,Thrift Store,-14.76,USD,debit
2024-10-04,KFC,-295.75,USD,debit
2024-10-04,Electric Bill,-129.87,USD,debit
2024-10-04,Apple Store,-299.17,USD,debit
2024-10-05,Car Wash,-24.68,USD,debit
2024-10-05,Flight Ticket,-159.73,USD,debit
2024-10-06,Pet Store,-310.55,USD,debit
2024-10-06,Tax Refund,-310.37,USD,debit
2024-10-06,Tax Refund,-310.37,USD,debit
2024-10-07,Lottery,-142.67,USD,debit
2024-10-07,KFC,-349.92,USD,debit
2024-10-09,Mobile Recharge,-170.94,USD,debit
2024-10-10,Apple Store,-255.34,USD,debit
2024-10-11,Charity Donation,-162.58,USD,debit
2024-10-12,Government Fees,-117.74,USD,debit
2024-10-12,PayPal Transfer,-70.94,USD,debit
2024-10-12,Hardware Depot,-222.0,USD,debit
2024-10-13,Fish Market,-70.86,USD,debit
2024-10-13,Government Fees REFUND,73.92,USD,credit
2024-10-13,Electric Bill,-196.19,USD,debit
2024-10-14,Target,-77.78,USD,debit
2024-10-14,Flight Ticket,-324.95,USD,debit
2024-10-15,Gym Day Pass REFUND,88.85,USD,credit
2024-10-15,Thrift Store,-125.92,USD,debit
2024-10-15,McDonald's,-333.2,USD,debit
2024-10-16,Tax Refund,-252.97,USD,debit
2024-10-16,Liquor Store,-111.96,USD,debit
2024-10-16,Starbucks,-290.41,USD,debit
2024-10-17,Pet Store REFUND,124.61,USD,credit
2024-10-17,Credit Card Payment,-223.37,USD,debit
2024-10-17,Lyft Ride,-292.55,USD,debit
2024-10-18,Target,-346.47,USD,debit
2024-10-18,Apple Store,-315.53,USD,debit
2024-10-20,Train Ticket,-217.49,USD,debit
2024-10-21,Subway,-80.95,USD,debit
2024-10-21,Water Bill,-54.24,USD,debit
2024-10-21,Fish Market,-200.95,USD,debit
2024-10-22,Car Wash,-138.36,USD,debit
2024-10-23,Car Wash,-278.1,USD,debit
2024-10-23,Lottery,-50.21,USD,debit
2024-10-25,Train Ticket,-301.79,USD,debit
2024-10-25,Insurance Premium,-227.41,USD,debit
2024-10-26,Thrift Store,-33.61,USD,debit
2024-10-29,Gas Station,-138.45,USD,debit
2024-10-29,Hardware Depot,-236.96,USD,debit
2024-10-30,Chevron Gas,-118.26,USD,debit
2024-10-31,Chevron Gas,-76.93,USD,debit
2024-10-31,Local Diner,-183.12,USD,debit
2024-11-01,KFC,-7.61,USD,debit
2024-11-02,Amazon Marketplace,-89.02,USD,debit
2024-11-02,Mobile Recharge,-345.69,USD,debit
2024-11-02,Mobile Recharge,-345.69,USD,debit
2024-11-02,Medical Center,-210.51,USD,debit
2024-11-03,LastPass Subscription,-4.16,USD,debit
2024-11-03,Proton Mail Subscription,-5.86,USD,debit
2024-11-03,Xero Subscription,-25.49,USD,debit
2024-11-04,Heroku Subscription,-6.84,USD,debit
2024-11-04,Charity Donation,-149.11,USD,debit
2024-11-04,Shoe Outlet,-216.96,USD,debit
2024-11-05,Book Store,-99.83,USD,debit
2024-11-05,Best Buy,-347.66,USD,debit
2024-11-05,ESPN+ Subscription,-10.28,USD,debit
2024-11-06,Peacock Subscription,-7.76,USD,debit
2024-11-06,Chevron Gas,-219.23,USD,debit
2024-11-06,Zoom Pro Subscription,-16.04,USD,debit
2024-11-07,Hardware Depot,-91.29,USD,debit
2024-11-07,Internet Payment,-82.32,USD,debit
2024-11-08,Gym Day Pass,-117.85,USD,debit
2024-11-08,DigitalOcean Subscription,-10.02,USD,debit
2024-11-08,Lyft Pink Subscription,-10.55,USD,debit
2024-11-08,Shoe Outlet,-314.99,USD,debit
2024-11-08,TIDAL Subscription,-10.39,USD,debit
2024-11-10,Local Diner,-203.1,USD,debit
2024-11-10,Subway,-330.39,USD,debit
2024-11-10,Grocery Store,-261.75,USD,debit
2024-11-11,Uber Trip,-260.45,USD,debit
2024-11-11,Butcher Shop,-205.2,USD,debit
2024-11-11,Liquor Store,-256.0,USD,debit
2024-11-11,Microsoft 365 Subscription,-7.9,USD,debit
2024-11-12,Subway,-282.11,USD,debit
2024-11-12,Pharmacy Express,-319.74,USD,debit
2024-11-12,Subway,-256.8,USD,debit
2024-11-13,Chevron Gas REFUND,41.66,USD,credit
2024-11-13,Gym Day Pass,-167.94,USD,debit
2024-11-13,Spotify Refund,-331.5,USD,debit
2024-11-14,Book Store,-330.02,USD,debit
2024-11-14,Gym Day Pass,-242.25,USD,debit
2024-11-15,Spotify Refund,-152.02,USD,debit
2024-11-15,Home Improvement REFUND,100.42,USD,credit
2024-11-16,Parking Fine,-160.83,USD,debit
2024-11-16,PlayStation Plus Subscription,-11.87,USD,debit
2024-11-17,McDonald's,-253.27,USD,debit
2024-11-17,Tax Refund,-7.41,USD,debit
2024-11-18,Uber Trip,-255.6,USD,debit
2024-11-18,Subway,-322.59,USD,debit
2024-11-18,Tax Refund,-80.15,USD,debit
2024-11-20,Gas Station,-196.65,USD,debit
2024-11-20,Amazon Marketplace,-183.98,USD,debit
2024-11-21,Grocery Store,-308.18,USD,debit
2024-11-21,Cinema City,-156.2,USD,debit
2024-11-21,IKEA,-156.53,USD,debit
2024-11-22,Grocery Store REFUND,113.61,USD,credit
2024-11-22,Subway,-288.46,USD,debit
2024-11-22,Subway,-288.46,USD,debit
2024-11-22,Fitbit Premium Subscription,-11.07,USD,debit
2024-11-22,Car Wash,-227.05,USD,debit
2024-11-23,Lottery,-94.87,USD,debit
2024-11-23,Gas Station,-136.25,USD,debit
2024-11-23,Gas Station,-252.04,USD,debit
2024-11-24,Pharmacy Express,-318.5,USD,debit
2024-11-24,Pharmacy Express,-318.5,USD,debit
2024-11-25,Walmart,-214.61,USD,debit
2024-11-26,Google One Subscription,-1.76,USD,debit
2024-11-27,Udemy Membership Subscription,-20.75,USD,debit
2024-11-28,Hotel Booking REFUND,117.9,USD,credit
2024-11-29,Government Fees,-211.38,USD,debit
2024-12-04,Xero Subscription,-25.23,USD,debit
2024-12-04,Gym Day Pass,-35.82,USD,debit
2024-12-05,Zoom Pro Subscription,-15.49,USD,debit
2024-12-05,Chevron Gas,-290.72,USD,debit
2024-12-06,Proton Mail Subscription,-4.99,USD,debit
2024-12-06,Target,-59.7,USD,debit
2024-12-06,ESPN+ Subscription,-10.46,USD,debit
2024-12-06,Amazon Refund,-51.36,USD,debit
2024-12-07,Peacock Subscription,-7.88,USD,debit
2024-12-07,Lyft Pink Subscription,-10.45,USD,debit
2024-12-08,DigitalOcean Subscription,-10.08,USD,debit
2024-12-08,TIDAL Subscription,-10.97,USD,debit
2024-12-08,Heroku Subscription,-6.56,USD,debit
2024-12-08,LastPass Subscription,-2.34,USD,debit
2024-12-09,Convenience Store REFUND,143.48,USD,credit
2024-12-09,Fish Market,-65.31,USD,debit
2024-12-10,Thrift Store,-58.76,USD,debit
2024-12-10,Flight Ticket,-77.59,USD,debit
2024-12-11,Tax Refund,-199.97,USD,debit
2024-12-11,Garden Center,-304.41,USD,debit
2024-12-11,Flight Ticket,-330.13,USD,debit
2024-12-12,Dental Clinic,-141.78,USD,debit
2024-12-12,Government Fees,-266.24,USD,debit
2024-12-13,Spotify Refund,-169.42,USD,debit
2024-12-14,Insurance Premium,-96.86,USD,debit
2024-12-14,McDonald's,-235.11,USD,debit
2024-12-14,Microsoft 365 Subscription,-6.38,USD,debit
2024-12-15,Hotel Booking REFUND,30.77,USD,credit
2024-12-17,Movie Tickets,-264.9,USD,debit
2024-12-18,Government Fees,-269.13,USD,debit
2024-12-19,Fitbit Premium Subscription,-9.91,USD,debit
2024-12-19,Charity Donation,-131.76,USD,debit
2024-12-20,Best Buy,-291.32,USD,debit
2024-12-20,Chevron Gas,-255.72,USD,debit
2024-12-23,Target,-269.5,USD,debit
2024-12-24,Udemy Membership Subscription,-20.27,USD,debit
2024-12-24,Bakery,-21.48,USD,debit
2024-12-24,Electric Bill,-213.13,USD,debit
2024-12-24,Subway REFUND,65.96,USD,credit
2024-12-25,Pet Store,-216.62,USD,debit
2024-12-25,Parking Fine,-168.01,USD,debit
2024-12-26,Insurance Premium,-112.64,USD,debit
2024-12-26,Google One Subscription,-1.3,USD,debit
2024-12-28,Shell Gas Station,-258.36,USD,debit
2024-12-28,Tax Refund,-221.0,USD,debit
