date,description,amount,currency,type
2025-05-01,Subway,-59.42,USD,debit
2025-05-01,Cinema City,-335.02,USD,debit
2025-05-03,Burger King,-280.25,USD,debit
2025-05-04,Hardware Depot,-320.47,USD,debit
2025-05-04,Domino's Pizza,-33.31,USD,debit
2025-05-04,Shoe Outlet,-189.13,USD,debit
2025-05-05,Car Wash,-104.96,USD,debit
2025-05-06,Book Store REFUND,9.33,USD,credit
2025-05-08,Insurance Premium,-55.44,USD,debit
2025-05-08,Venmo Payment,-313.31,USD,debit
2025-05-10,Book Store,-83.97,USD,debit
2025-05-10,Toy Shop,-227.71,USD,debit
2025-05-10,Electric Bill,-266.11,USD,debit
2025-05-11,Flight Ticket REFUND,139.78,USD,credit
2025-05-12,Shoe Outlet,-225.47,USD,debit
2025-05-14,KFC,-236.38,USD,debit
2025-05-14,Amazon Refund,-326.54,USD,debit
2025-05-15,ATM Withdrawal,-100.62,USD,debit
2025-05-20,Shell Gas Station,-182.9,USD,debit
2025-05-20,Grocery Store,-315.09,USD,debit
2025-05-21,Hotel Booking,-170.09,USD,debit
2025-05-21,Starbucks,-160.13,USD,debit
2025-05-21,Pharmacy Express,-203.78,USD,debit
2025-05-23,McDonald's,-216.65,USD,debit
2025-05-25,Local Diner,-205.44,USD,debit
2025-05-25,Apple Store REFUND,79.14,USD,credit
2025-05-25,Butcher Shop,-133.92,USD,debit
2025-05-26,Amazon Marketplace,-87.05,USD,debit
2025-05-27,Subway,-98.51,USD,debit
2025-05-27,Fish Market,-298.41,USD,debit
2025-05-27,ATM Withdrawal,-185.28,USD,debit
2025-05-28,Chevron Gas REFUND,80.73,USD,credit
2025-05-29,McDonald's,-253.98,USD,debit
2025-05-29,Butcher Shop,-209.47,USD,debit
2025-05-29,Grocery Store,-312.87,USD,debit
2025-05-30,IKEA,-339.15,USD,debit
2025-05-30,KFC,-161.75,USD,debit
2025-05-30,Adobe Creative Cloud Subscription,-53.92,USD,debit
2025-05-31,Pet Store,-180.86,USD,debit
2025-06-01,Garden Center,-181.26,USD,debit
2025-06-01,Electronics Hub,-12.82,USD,debit
2025-06-02,Target REFUND,102.72,USD,credit
2025-06-02,Subway REFUND,143.9,USD,credit
2025-06-02,Convenience Store,-147.76,USD,debit
2025-06-03,LinkedIn Learning Subscription,-30.74,USD,debit
2025-06-05,Lottery,-316.97,USD,debit
2025-06-05,Starbucks,-45.18,USD,debit
2025-06-05,Medical Center REFUND,66.56,USD,credit
2025-06-06,Garden Center,-324.11,USD,debit
2025-06-06,Burger King,-47.86,USD,debit
2025-06-06,Book Store,-263.99,USD,debit
2025-06-07,Strava Subscription,-8.65,USD,debit
2025-06-07,Bloomberg Subscription,-20.1,USD,debit
2025-06-08,Electric Bill,-210.18,USD,debit
2025-06-08,Chevron Gas REFUND,7.17,USD,credit
2025-06-09,Bitbucket Subscription,-3.99,USD,debit
2025-06-09,Tax Refund,-178.98,USD,debit
2025-06-09,GitLab Subscription,-4.74,USD,debit
2025-06-09,Vercel Subscription,-19.52,USD,debit
2025-06-10,Thrift Store,-246.41,USD,debit
2025-06-10,Thrift Store,-246.41,USD,debit
2025-06-10,Claude Pro Subscription,-21.14,USD,debit
2025-06-12,Target,-166.48,USD,debit
2025-06-12,Figma Subscription,-16.03,USD,debit
2025-06-13,IKEA,-222.95,USD,debit
2025-06-13,Tax Refund,-38.56,USD,debit
2025-06-14,Lyft Ride REFUND,5.2,USD,credit
2025-06-14,Dental Clinic,-254.38,USD,debit
2025-06-14,Crunchyroll Subscription,-8.21,USD,debit
2025-06-14,Best Buy,-84.59,USD,debit
2025-06-15,Government Fees,-239.68,USD,debit
2025-06-15,Twitch Turbo Subscription,-8.78,USD,debit
2025-06-15,TIDAL Subscription,-12.04,USD,debit
2025-06-16,Insurance Premium,-175.03,USD,debit
2025-06-16,Skillshare Subscription,-13.2,USD,debit
2025-06-17,Grocery Store,-81.61,USD,debit
2025-06-17,Tax Refund,-211.64,USD,debit
2025-06-17,Car Wash REFUND,8.78,USD,credit
2025-06-18,KFC,-341.07,USD,debit
2025-06-18,Thrift Store,-164.66,USD,debit
2025-06-18,Electronics Hub,-331.4,USD,debit
2025-06-19,Toy Shop,-287.0,USD,debit
2025-06-21,Parking Fine,-290.51,USD,debit
2025-06-21,GitHub Subscription,-6.12,USD,debit
2025-06-21,Max Subscription,-14.31,USD,debit
2025-06-23,Cinema City,-265.77,USD,debit
2025-06-23,Walmart,-15.97,USD,debit
2025-06-23,Electronics Hub,-60.77,USD,debit
2025-06-24,Amazon Refund,-304.73,USD,debit
2025-06-24,Amazon Refund,-304.73,USD,debit
2025-06-25,Mobile Recharge,-101.32,USD,debit
2025-06-25,Farmers Market,-249.03,USD,debit
2025-06-26,Medical Center,-272.21,USD,debit
2025-06-26,Home Improvement,-51.62,USD,debit
2025-06-26,Home Improvement,-297.5,USD,debit
2025-06-27,Insurance Premium,-263.98,USD,debit
2025-06-27,Insurance Premium,-263.98,USD,debit
2025-06-27,Local Diner,-63.4,USD,debit
2025-06-28,Dental Clinic,-158.34,USD,debit
2025-06-28,Pet Store,-244.46,USD,debit
2025-06-29,Grocery Store,-173.62,USD,debit
2025-06-29,IKEA,-273.72,USD,debit
2025-06-29,Butcher Shop,-215.22,USD,debit
2025-07-01,Shoe Outlet,-181.29,USD,debit
2025-07-01,Fish Market,-267.42,USD,debit
2025-07-02,Parking Fine,-122.06,USD,debit
2025-07-02,Shoe Outlet,-164.11,USD,debit
2025-07-02,Gym Day Pass,-269.7,USD,debit
2025-07-03,Uber Trip,-48.82,USD,debit
2025-07-03,Lyft Ride,-326.89,USD,debit
2025-07-03,Liquor Store,-29.5,USD,debit
2025-07-04,Adobe Creative Cloud Subscription,-53.23,USD,debit
2025-07-04,Burger King,-203.94,USD,debit
2025-07-04,LinkedIn Learning Subscription,-30.66,USD,debit
2025-07-05,Credit Card Payment,-283.26,USD,debit
2025-07-05,Claude Pro Subscription,-20.31,USD,debit
2025-07-05,Bloomberg Subscription,-19.77,USD,debit
2025-07-07,GitLab Subscription,-6.84,USD,debit
2025-07-08,Walmart,-121.78,USD,debit
2025-07-08,Vercel Subscription,-21.61,USD,debit
2025-07-09,Car Wash,-37.68,USD,debit
2025-07-09,Cinema City,-115.79,USD,debit
2025-07-09,ATM Withdrawal,-68.88,USD,debit
2025-07-10,Book Store,-43.43,USD,debit
2025-07-12,Bitbucket Subscription,-4.23,USD,debit
2025-07-12,Chevron Gas,-340.2,USD,debit
2025-07-12,Strava Subscription,-8.61,USD,debit
2025-07-12,Train Ticket,-212.35,USD,debit
2025-07-13,Subway,-218.93,USD,debit
2025-07-13,Figma Subscription,-14.81,USD,debit
