date,description,amount,currency,type
2024-10-01,Subway,-53.46,USD,debit
2024-10-02,Chevron Gas,-174.74,USD,debit
2024-10-04,Best Buy,-307.25,USD,debit
2024-10-04,PayPal Transfer,-261.43,USD,debit
2024-10-04,Dental Clinic REFUND,149.04,USD,credit
2024-10-05,Water Bill,-50.4,USD,debit
2024-10-05,Book Store,-243.89,USD,debit
2024-10-06,Credit Card Payment,-318.37,USD,debit
2024-10-06,Farmers Market,-295.89,USD,debit
2024-10-06,Parking Fine,-99.07,USD,debit
2024-10-08,Book Store,-278.22,USD,debit
2024-10-08,ATM Withdrawal,-199.4,USD,debit
2024-10-10,Farmers Market,-92.15,USD,debit
2024-10-12,Charity Donation,-345.89,USD,debit
2024-10-12,Garden Center,-212.43,USD,debit
2024-10-13,Starbucks,-190.83,USD,debit
2024-10-13,Starbucks,-190.83,USD,debit
2024-10-13,Walmart,-241.72,USD,debit
2024-10-13,Apple Store,-40.61,USD,debit
2024-10-14,McDonald's,-57.35,USD,debit
2024-10-14,McDonald's,-57.35,USD,debit
2024-10-14,ATM Withdrawal,-8.42,USD,debit
2024-10-15,Farmers Market,-248.13,USD,debit
2024-10-16,Tax Refund,-82.45,USD,debit
2024-10-17,Train Ticket,-293.69,USD,debit
2024-10-18,Bakery,-244.74,USD,debit
2024-10-18,Train Ticket,-289.11,USD,debit
2024-10-19,Gym Day Pass,-69.09,USD,debit
2024-10-20,Chevron Gas,-159.02,USD,debit
2024-10-20,Bakery,-348.08,USD,debit
2024-10-22,PayPal Transfer,-132.18,USD,debit
2024-10-23,Local Diner,-51.61,USD,debit
2024-10-23,Burger King,-95.31,USD,debit
2024-10-24,Walmart,-15.9,USD,debit
2024-10-24,Fish Market,-291.22,USD,debit
2024-10-29,Bakery,-171.31,USD,debit
2024-10-29,Bakery,-339.94,USD,debit
2024-10-29,Medical Center,-62.3,USD,debit
2024-10-30,Hardware Depot,-337.55,USD,debit
2024-10-30,KFC,-117.77,USD,debit
2024-10-31,PlayStation Plus Subscription,-11.53,USD,debit
2024-10-31,Dental Clinic,-271.69,USD,debit
2024-10-31,Chevron Gas,-141.07,USD,debit
2024-10-31,Amazon Refund,-94.12,USD,debit
2024-11-01,Movie Tickets,-85.38,USD,debit
2024-11-01,Pet Store,-113.49,USD,debit
2024-11-01,Electric Bill,-281.17,USD,debit
2024-11-02,Spotify Refund REFUND,51.73,USD,credit
2024-11-03,Garden Center,-308.05,USD,debit
2024-11-03,Thrift Store,-339.44,USD,debit
2024-11-04,Toy Shop,-195.14,USD,debit
2024-11-04,Thrift Store,-157.91,USD,debit
2024-11-04,Calm Subscription,-7.47,USD,debit
2024-11-04,Electric Bill,-10.53,USD,debit
2024-11-05,AWS Subscription,-24.69,USD,debit
2024-11-05,Farmers Market,-96.37,USD,debit
2024-11-05,Hardware Depot,-60.37,USD,debit
2024-11-05,Evernote Subscription,-8.43,USD,debit
2024-11-05,Charity Donation,-322.9,USD,debit
2024-11-06,Domino's Pizza REFUND,94.58,USD,credit
2024-11-06,KFC,-229.43,USD,debit
2024-11-06,Hardware Depot,-237.14,USD,debit
2024-11-07,MyFitnessPal Subscription,-9.77,USD,debit
2024-11-07,Thrift Store,-313.33,USD,debit
2024-11-07,Pharmacy Express,-241.28,USD,debit
2024-11-08,Bakery,-216.92,USD,debit
2024-11-08,Shell Gas Station,-251.48,USD,debit
2024-11-09,Jasper AI Subscription,-20.41,USD,debit
2024-11-09,Pharmacy Express,-17.38,USD,debit
2024-11-11,Venmo Payment,-176.69,USD,debit
2024-11-11,Flight Ticket,-340.7,USD,debit
2024-11-13,Flight Ticket,-244.6,USD,debit
2024-11-14,Claude Pro Subscription,-20.75,USD,debit
2024-11-14,Bakery REFUND,38.14,USD,credit
2024-11-15,Flight Ticket,-198.14,USD,debit
2024-11-15,Convenience Store,-293.87,USD,debit
2024-11-15,Parking Fine,-218.82,USD,debit
2024-11-15,Notion Subscription,-7.84,USD,debit
2024-11-16,Electric Bill,-335.99,USD,debit
2024-11-16,Liquor Store REFUND,97.95,USD,credit
2024-11-17,Walmart,-344.92,USD,debit
2024-11-18,Babbel Subscription,-6.73,USD,debit
2024-11-18,Car Wash,-149.29,USD,debit
2024-11-19,Book Store,-145.78,USD,debit
2024-11-19,Garden Center,-40.15,USD,debit
2024-11-19,Target,-259.76,USD,debit
2024-11-20,1Password Subscription,-4.18,USD,debit
2024-11-20,Uber Trip,-309.77,USD,debit
2024-11-21,Internet Payment,-116.33,USD,debit
2024-11-21,Peloton Subscription,-13.18,USD,debit
2024-11-21,Shell Gas Station,-303.25,USD,debit
2024-11-21,Malwarebytes Subscription,-4.25,USD,debit
2024-11-22,Insurance Premium REFUND,81.25,USD,credit
2024-11-23,Movie Tickets,-276.51,USD,debit
2024-11-23,Cinema City,-31.47,USD,debit
2024-11-24,Thrift Store,-251.45,USD,debit
2024-11-26,Internet Payment,-132.01,USD,debit
2024-11-26,Target REFUND,77.42,USD,credit
2024-11-27,Cinema City,-137.59,USD,debit
2024-11-27,Garden Center,-34.03,USD,debit
2024-11-28,Gas Station,-54.45,USD,debit
2024-11-28,Car Wash,-252.43,USD,debit
2024-11-29,Government Fees,-49.32,USD,debit
2024-12-01,Gas Station,-126.52,USD,debit
2024-12-01,Pharmacy Express,-348.44,USD,debit
2024-12-02,Uber Trip,-128.7,USD,debit
2024-12-02,Lyft Ride,-284.75,USD,debit
2024-12-03,PlayStation Plus Subscription,-10.72,USD,debit
2024-12-04,Uber Trip,-229.54,USD,debit
2024-12-04,PayPal Transfer,-29.41,USD,debit
2024-12-04,Calm Subscription,-6.76,USD,debit
2024-12-04,Evernote Subscription,-7.93,USD,debit
2024-12-04,Internet Payment,-73.0,USD,debit
2024-12-05,Amazon Refund,-9.7,USD,debit
2024-12-06,AWS Subscription,-26.15,USD,debit
2024-12-07,KFC,-42.35,USD,debit
2024-12-08,Target,-283.43,USD,debit
2024-12-08,Thrift Store,-225.49,USD,debit
2024-12-08,MyFitnessPal Subscription,-10.45,USD,debit
2024-12-09,Credit Card Payment,-330.92,USD,debit
2024-12-09,Convenience Store,-348.68,USD,debit
2024-12-10,McDonald's,-117.71,USD,debit
2024-12-10,Cinema City,-22.2,USD,debit
2024-12-11,Jasper AI Subscription,-20.97,USD,debit
2024-12-11,Shoe Outlet,-70.97,USD,debit
2024-12-12,Claude Pro Subscription,-22.15,USD,debit
2024-12-13,Convenience Store,-264.21,USD,debit
2024-12-13,PayPal Transfer,-291.93,USD,debit
2024-12-14,Notion Subscription,-7.68,USD,debit
2024-12-14,Grocery Store,-13.69,USD,debit
2024-12-15,Peloton Subscription,-13.9,USD,debit
2024-12-15,Subway,-82.07,USD,debit
2024-12-15,Pet Store,-81.57,USD,debit
2024-12-17,Apple Store,-218.33,USD,debit
2024-12-18,Electric Bill,-147.63,USD,debit
2024-12-18,Subway,-43.73,USD,debit
2024-12-18,Butcher Shop,-334.76,USD,debit
2024-12-19,Amazon Refund,-226.54,USD,debit
2024-12-19,IKEA,-81.92,USD,debit
2024-12-19,Thrift Store,-142.3,USD,debit
2024-12-19,Amazon Refund,-226.54,USD,debit
2024-12-20,Walmart,-205.96,USD,debit
2024-12-20,KFC REFUND,138.67,USD,credit
2024-12-21,Home Improvement,-167.01,USD,debit
2024-12-21,Farmers Market,-59.21,USD,debit
2024-12-21,1Password Subscription,-4.33,USD,debit
2024-12-21,Babbel Subscription,-7.24,USD,debit
2024-12-21,Gas Station,-59.61,USD,debit
2024-12-22,Malwarebytes Subscription,-4.89,USD,debit
2024-12-23,Water Bill,-226.19,USD,debit
2024-12-24,Amazon Refund,-128.41,USD,debit
2024-12-24,PayPal Transfer,-322.6,USD,debit
2024-12-25,Lottery,-242.93,USD,debit
2024-12-25,Butcher Shop REFUND,124.84,USD,credit
2024-12-25,Charity Donation,-213.53,USD,debit
2024-12-26,IKEA,-201.79,USD,debit
2024-12-27,Charity Donation,-314.9,USD,debit
2024-12-27,Dental Clinic,-333.53,USD,debit
2024-12-29,Water Bill,-171.44,USD,debit
2024-12-30,Domino's Pizza,-267.13,USD,debit
2024-12-30,Flight Ticket REFUND,92.82,USD,credit
2024-12-30,Evernote Subscription,-7.62,USD,debit
2024-12-30,Mobile Recharge,-22.77,USD,debit
2024-12-31,PlayStation Plus Subscription,-10.6,USD,debit
2024-12-31,ATM Withdrawal,-76.35,USD,debit
2025-01-01,Burger King REFUND,81.03,USD,credit
2025-01-01,AWS Subscription,-25.08,USD,debit
2025-01-02,Lyft Ride,-257.38,USD,debit
2025-01-02,Amazon Marketplace,-174.05,USD,debit
2025-01-03,Grocery Store,-79.53,USD,debit
2025-01-03,KFC,-23.27,USD,debit
2025-01-04,Car Wash,-112.76,USD,debit
2025-01-04,Movie Tickets,-342.21,USD,debit
2025-01-04,MyFitnessPal Subscription,-9.95,USD,debit
2025-01-07,Calm Subscription,-6.46,USD,debit
2025-01-08,Jasper AI Subscription,-20.61,USD,debit
2025-01-08,Pharmacy Express,-234.83,USD,debit
2025-01-08,Pharmacy Express,-277.14,USD,debit
2025-01-08,Pet Store REFUND,93.08,USD,credit
2025-01-09,Pharmacy Express,-143.49,USD,debit
2025-01-10,Hotel Booking,-12.48,USD,debit
2025-01-10,Liquor Store,-109.99,USD,debit
2025-01-10,Gym Day Pass,-91.46,USD,debit
2025-01-12,ATM Withdrawal REFUND,56.96,USD,credit
2025-01-13,Electronics Hub,-144.3,USD,debit
2025-01-13,Claude Pro Subscription,-19.44,USD,debit
2025-01-14,Amazon Marketplace,-330.28,USD,debit
2025-01-15,Peloton Subscription,-13.98,USD,debit
2025-01-16,Babbel Subscription,-9.64,USD,debit
2025-01-16,Notion Subscription,-8.86,USD,debit
2025-01-16,Medical Center,-28.07,USD,debit
2025-01-16,Book Store,-333.85,USD,debit
2025-01-17,KFC,-266.77,USD,debit
2025-01-18,Malwarebytes Subscription,-3.31,USD,debit
2025-01-20,Toy Shop,-54.84,USD,debit
2025-01-20,Walmart,-90.8,USD,debit
2025-01-21,Spotify Refund,-231.47,USD,debit
2025-01-22,Hotel Booking,-109.91,USD,debit
2025-01-22,PayPal Transfer,-136.62,USD,debit
2025-01-23,Charity Donation,-251.05,USD,debit
2025-01-23,1Password Subscription,-2.8,USD,debit
2025-01-24,Flight Ticket,-123.16,USD,debit
2025-01-25,Liquor Store,-287.37,USD,debit
2025-01-26,ATM Withdrawal,-247.19,USD,debit
2025-01-28,Domino's Pizza,-54.41,USD,debit
2025-01-29,Mobile Recharge,-7.63,USD,debit
2025-01-30,ATM Withdrawal,-295.59,USD,debit
2025-01-30,Cinema City,-172.92,USD,debit
2025-01-31,AWS Subscription,-25.17,USD,debit
2025-02-01,Spotify Refund,-322.34,USD,debit
2025-02-01,Fish Market,-153.73,USD,debit
2025-02-01,Evernote Subscription,-8.88,USD,debit
2025-02-02,Insurance Premium REFUND,66.2,USD,credit
2025-02-02,Calm Subscription,-8.65,USD,debit
2025-02-02,MyFitnessPal Subscription,-10.6,USD,debit
2025-02-02,Car Wash,-151.82,USD,debit
2025-02-03,Flight Ticket,-82.25,USD,debit
2025-02-04,Lottery,-106.81,USD,debit
2025-02-05,Home Improvement,-193.99,USD,debit
2025-02-07,Jasper AI Subscription,-19.37,USD,debit
2025-02-08,Local Diner,-268.82,USD,debit
2025-02-08,Local Diner,-257.56,USD,debit
2025-02-08,Shell Gas Station,-291.37,USD,debit
2025-02-09,Lyft Ride,-151.1,USD,debit
2025-02-09,Pet Store,-234.15,USD,debit
2025-02-09,Thrift Store,-301.06,USD,debit
2025-02-09,Thrift Store,-301.06,USD,debit
2025-02-11,Chevron Gas,-119.3,USD,debit
2025-02-11,Electric Bill,-343.67,USD,debit
2025-02-11,Toy Shop,-131.09,USD,debit
2025-02-12,Cinema City,-131.27,USD,debit
2025-02-13,Spotify Refund,-291.74,USD,debit
2025-02-14,Babbel Subscription,-7.15,USD,debit
2025-02-14,Claude Pro Subscription,-20.37,USD,debit
2025-02-15,Notion Subscription,-7.91,USD,debit
2025-02-16,Train Ticket,-95.72,USD,debit
2025-02-16,Book Store,-54.92,USD,debit
2025-02-16,Gym Day Pass,-210.21,USD,debit
2025-02-18,Car Wash,-180.98,USD,debit
2025-02-18,Malwarebytes Subscription,-3.97,USD,debit
2025-02-18,Peloton Subscription,-12.85,USD,debit
2025-02-19,Electric Bill,-222.0,USD,debit
2025-02-19,Medical Center,-150.94,USD,debit
2025-02-20,Electric Bill,-215.67,USD,debit
2025-02-20,Credit Card Payment,-337.73,USD,debit
2025-02-21,Starbucks,-236.14,USD,debit
2025-02-22,IKEA,-33.58,USD,debit
2025-02-22,Amazon Refund,-31.08,USD,debit
2025-02-23,KFC,-289.65,USD,debit
2025-02-23,Bakery,-99.56,USD,debit
2025-02-23,Gas Station,-224.53,USD,debit
2025-02-24,Grocery Store,-186.47,USD,debit
2025-02-24,Dental Clinic,-74.9,USD,debit
2025-02-24,Pharmacy Express,-72.33,USD,debit
2025-02-25,Government Fees,-176.63,USD,debit
2025-02-26,Internet Payment,-51.09,USD,debit
2025-03-01,Butcher Shop REFUND,139.38,USD,credit
2025-03-01,IKEA,-158.31,USD,debit
2025-03-01,Domino's Pizza,-92.9,USD,debit
2025-03-02,Water Bill,-342.0,USD,debit
2025-03-02,PlayStation Plus Subscription,-10.68,USD,debit
2025-03-02,Evernote Subscription,-8.25,USD,debit
2025-03-03,MyFitnessPal Subscription,-10.55,USD,debit
2025-03-03,Electronics Hub,-316.1,USD,debit
2025-03-04,Toy Shop,-294.46,USD,debit
2025-03-04,Parking Fine,-302.26,USD,debit
2025-03-04,Uber Trip,-120.7,USD,debit
2025-03-06,Subway,-349.01,USD,debit
2025-03-06,Medical Center,-169.58,USD,debit
