date,description,amount,currency,type
2025-04-01,Grocery Store,-173.7,USD,debit
2025-04-01,Apple Store,-179.87,USD,debit
2025-04-01,Parking Fine,-29.18,USD,debit
2025-04-02,Government Fees,-322.04,USD,debit
2025-04-03,Liquor Store,-39.25,USD,debit
2025-04-04,Mobile Recharge,-241.06,USD,debit
2025-04-04,Electric Bill REFUND,123.27,USD,credit
2025-04-04,Parking Fine REFUND,54.03,USD,credit
2025-04-05,Mobile Recharge,-65.46,USD,debit
2025-04-05,Bakery,-100.66,USD,debit
2025-04-05,Hotel Booking,-10.55,USD,debit
2025-04-07,ATM Withdrawal,-113.82,USD,debit
2025-04-07,Book Store,-259.9,USD,debit
2025-04-07,Movie Tickets,-72.25,USD,debit
2025-04-09,Government Fees,-71.96,USD,debit
2025-04-09,Hotel Booking,-212.79,USD,debit
2025-04-09,Movie Tickets,-117.45,USD,debit
2025-04-09,Hotel Booking,-212.79,USD,debit
2025-04-10,Parking Fine,-78.85,USD,debit
2025-04-11,Toy Shop,-196.78,USD,debit
2025-04-12,Movie Tickets,-195.13,USD,debit
2025-04-12,Movie Tickets,-195.13,USD,debit
2025-04-12,Thrift Store,-8.39,USD,debit
2025-04-12,Insurance Premium REFUND,26.34,USD,credit
2025-04-13,Movie Tickets,-172.01,USD,debit
2025-04-13,Water Bill REFUND,38.39,USD,credit
2025-04-16,McDonald's REFUND,131.49,USD,credit
2025-04-16,Butcher Shop,-171.28,USD,debit
2025-04-18,Pharmacy Express,-219.52,USD,debit
2025-04-18,Shell Gas Station,-228.66,USD,debit
2025-04-18,Bakery REFUND,17.33,USD,credit
2025-04-20,Starbucks,-134.49,USD,debit
2025-04-20,KFC,-109.63,USD,debit
2025-04-20,Insurance Premium,-51.81,USD,debit
2025-04-21,Thrift Store,-170.24,USD,debit
2025-04-21,Gas Station,-31.13,USD,debit
2025-04-21,PayPal Transfer,-76.16,USD,debit
2025-04-22,Local Diner,-252.99,USD,debit
2025-04-22,Flight Ticket,-210.11,USD,debit
2025-04-22,Cinema City,-84.42,USD,debit
2025-04-23,Walmart,-27.71,USD,debit
2025-04-23,Car Wash,-176.71,USD,debit
2025-04-24,Toy Shop,-189.46,USD,debit
2025-04-25,Tax Refund REFUND,79.72,USD,credit
2025-04-25,Tax Refund REFUND,79.72,USD,credit
2025-04-25,Lyft Ride,-64.5,USD,debit
2025-04-26,Pet Store,-66.58,USD,debit
2025-04-28,Hardware Depot,-318.42,USD,debit
2025-04-29,Uber Trip,-16.81,USD,debit
2025-04-29,Spotify Refund,-345.73,USD,debit
2025-04-30,Car Wash,-198.47,USD,debit
2025-04-30,Parking Fine,-115.89,USD,debit
2025-05-02,Toy Shop,-318.57,USD,debit
2025-05-03,Water Bill,-267.63,USD,debit
2025-05-03,ATM Withdrawal,-337.62,USD,debit
2025-05-04,Spotify Refund,-117.04,USD,debit
2025-05-04,Subway,-175.89,USD,debit
2025-05-05,GCP Subscription,-26.09,USD,debit
2025-05-06,Chevron Gas REFUND,36.96,USD,credit
2025-05-07,Figma Subscription,-15.09,USD,debit
2025-05-07,Paramount+ Subscription,-10.3,USD,debit
2025-05-07,Toy Shop,-54.26,USD,debit
2025-05-08,Claude Pro Subscription,-22.1,USD,debit
2025-05-08,Starbucks,-270.8,USD,debit
2025-05-09,Burger King REFUND,67.18,USD,credit
2025-05-09,Tax Refund,-349.43,USD,debit
2025-05-10,Walmart,-197.22,USD,debit
2025-05-11,Spotify Refund,-49.96,USD,debit
2025-05-11,Gym Day Pass REFUND,60.13,USD,credit
2025-05-11,Flight Ticket REFUND,135.5,USD,credit
2025-05-11,NordVPN Subscription,-9.62,USD,debit
