date,description,amount,currency,type
2024-10-01,Butcher Shop,-89.83,USD,debit
2024-10-01,IKEA,-105.4,USD,debit
2024-10-02,Cinema City,-149.92,USD,debit
2024-10-02,IKEA,-189.07,USD,debit
2024-10-03,Spotify Refund,-177.09,USD,debit
2024-10-04,Internet Payment,-281.74,USD,debit
2024-10-05,Apple Store,-172.88,USD,debit
2024-10-05,Domino's Pizza,-337.04,USD,debit
2024-10-05,PayPal Transfer,-82.42,USD,debit
2024-10-06,Hotel Booking,-88.22,USD,debit
2024-10-06,PayPal Transfer,-322.16,USD,debit
2024-10-07,Best Buy,-39.94,USD,debit
2024-10-08,Hardware Depot,-153.11,USD,debit
2024-10-08,Charity Donation,-208.28,USD,debit
2024-10-11,Convenience Store,-101.68,USD,debit
2024-10-12,Government Fees,-273.21,USD,debit
2024-10-13,Book Store,-155.21,USD,debit
2024-10-13,Amazon Refund,-245.87,USD,debit
2024-10-13,Insurance Premium,-230.69,USD,debit
2024-10-14,Home Improvement,-224.22,USD,debit
2024-10-15,Fish Market,-317.89,USD,debit
2024-10-15,Best Buy,-292.61,USD,debit
2024-10-15,Grocery Store,-249.96,USD,debit
2024-10-16,ATM Withdrawal,-59.83,USD,debit
2024-10-16,Convenience Store,-315.78,USD,debit
2024-10-17,KFC,-172.7,USD,debit
2024-10-17,McDonald's,-168.27,USD,debit
2024-10-18,Credit Card Payment,-160.09,USD,debit
2024-10-18,Chevron Gas,-125.63,USD,debit
2024-10-19,Cinema City,-161.29,USD,debit
2024-10-19,Garden Center,-219.01,USD,debit
2024-10-19,Lottery,-134.63,USD,debit
2024-10-21,Uber Trip REFUND,118.63,USD,credit
2024-10-21,Butcher Shop,-298.39,USD,debit
2024-10-21,Book Store,-8.54,USD,debit
2024-10-22,Chevron Gas,-345.13,USD,debit
2024-10-23,Domino's Pizza,-48.67,USD,debit
2024-10-23,Mobile Recharge REFUND,108.23,USD,credit
2024-10-24,Target,-157.65,USD,debit
2024-10-24,Government Fees REFUND,35.38,USD,credit
2024-10-25,Credit Card Payment,-239.68,USD,debit
2024-10-26,Parking Fine,-12.36,USD,debit
2024-10-27,Fish Market,-30.77,USD,debit
2024-10-28,Electric Bill,-154.88,USD,debit
2024-10-28,KFC,-136.32,USD,debit
2024-10-28,IKEA,-264.82,USD,debit
2024-10-29,Lyft Ride,-73.25,USD,debit
2024-10-30,Gas Station,-177.93,USD,debit
2024-10-30,Car Wash,-12.27,USD,debit
2024-10-30,Gym Day Pass,-278.4,USD,debit
2024-10-31,Dental Clinic REFUND,36.52,USD,credit
2024-10-31,Shell Gas Station,-184.66,USD,debit
2024-11-02,Pet Store,-158.09,USD,debit
2024-11-02,Lyft Ride,-109.45,USD,debit
2024-11-02,Insurance Premium,-280.49,USD,debit
2024-11-02,Fitbit Premium Subscription,-10.99,USD,debit
2024-11-03,Local Diner,-260.86,USD,debit
2024-11-03,Apple Store,-18.71,USD,debit
2024-11-03,YouTube Music Subscription,-10.55,USD,debit
2024-11-03,Internet Payment,-334.25,USD,debit
2024-11-04,Convenience Store,-226.0,USD,debit
2024-11-05,Apple TV+ Subscription,-8.05,USD,debit
2024-11-05,Credit Card Payment,-163.84,USD,debit
2024-11-05,Hardware Depot,-319.92,USD,debit
2024-11-06,Government Fees,-142.16,USD,debit
2024-11-07,Venmo Payment,-151.77,USD,debit
2024-11-08,WSJ Subscription,-9.45,USD,debit
2024-11-09,Hardware Depot REFUND,15.48,USD,credit
2024-11-10,Duolingo Plus Subscription,-7.96,USD,debit
2024-11-10,Chevron Gas,-314.75,USD,debit
2024-11-11,Electronics Hub,-86.85,USD,debit
2024-11-13,Cloudflare Subscription,-6.11,USD,debit
2024-11-14,Uber Trip,-101.45,USD,debit
2024-11-15,Backblaze Subscription,-9.3,USD,debit
2024-11-15,Hotel Booking,-226.69,USD,debit
2024-11-15,Electric Bill,-93.37,USD,debit
2024-11-16,Farmers Market,-157.47,USD,debit
2024-11-16,Mobile Recharge,-292.05,USD,debit
2024-11-16,Credit Card Payment,-346.92,USD,debit
2024-11-17,Government Fees,-110.68,USD,debit
2024-11-17,Shoe Outlet,-189.96,USD,debit
2024-11-17,Asana Subscription,-13.94,USD,debit
2024-11-17,Pet Store,-160.23,USD,debit
2024-11-18,Insurance Premium,-180.08,USD,debit
2024-11-18,Prime Video Subscription,-16.04,USD,debit
2024-11-18,Peloton Subscription,-12.31,USD,debit
2024-11-18,Heroku Subscription,-7.36,USD,debit
2024-11-19,Netflix Subscription,-16.83,USD,debit
2024-11-20,Pharmacy Express,-265.97,USD,debit
2024-11-21,Government Fees,-22.64,USD,debit
2024-11-21,Grocery Store,-259.7,USD,debit
2024-11-22,Burger King REFUND,27.08,USD,credit
2024-11-22,Liquor Store,-93.87,USD,debit
2024-11-23,Amazon Marketplace,-150.72,USD,debit
2024-11-24,Walmart,-176.77,USD,debit
2024-11-24,Apple iCloud Subscription,-1.02,USD,debit
2024-11-25,Book Store,-65.85,USD,debit
2024-11-25,Spotify Refund,-156.59,USD,debit
2024-11-25,Convenience Store,-255.27,USD,debit
2024-11-26,Amazon Refund,-275.68,USD,debit
2024-11-26,Gym Day Pass,-86.46,USD,debit
2024-11-27,Shoe Outlet,-340.54,USD,debit
2024-11-27,Chevron Gas,-317.91,USD,debit
2024-11-27,Home Improvement,-47.68,USD,debit
2024-11-29,Electronics Hub REFUND,68.96,USD,credit
2024-11-29,Walmart,-259.6,USD,debit
2024-11-30,Electric Bill,-251.78,USD,debit
2024-12-01,Thrift Store,-42.95,USD,debit
2024-12-01,Home Improvement,-266.03,USD,debit
2024-12-02,YouTube Music Subscription,-15.74,USD,debit
2024-12-02,Lyft Ride,-231.17,USD,debit
2024-12-02,Walmart,-116.28,USD,debit
2024-12-02,Spotify Refund,-123.56,USD,debit
2024-12-03,Thrift Store,-106.12,USD,debit
2024-12-03,Liquor Store,-178.4,USD,debit
2024-12-03,Garden Center,-141.54,USD,debit
2024-12-04,Fitbit Premium Subscription,-10.26,USD,debit
2024-12-04,Burger King,-74.16,USD,debit
2024-12-04,Government Fees,-113.88,USD,debit
2024-12-05,Gas Station,-213.73,USD,debit
2024-12-05,Amazon Marketplace,-108.51,USD,debit
2024-12-06,Insurance Premium,-87.27,USD,debit
2024-12-08,Apple TV+ Subscription,-7.15,USD,debit
2024-12-08,Garden Center,-312.91,USD,debit
2024-12-09,Shoe Outlet,-168.58,USD,debit
2024-12-09,Butcher Shop,-5.42,USD,debit
2024-12-09,Cloudflare Subscription,-5.03,USD,debit
2024-12-09,Water Bill,-299.22,USD,debit
2024-12-10,Insurance Premium,-28.43,USD,debit
