date,description,amount,currency,type
2024-10-01,Apple Store,-189.45,USD,debit
2024-10-04,Shoe Outlet,-35.47,USD,debit
2024-10-04,Shoe Outlet,-35.47,USD,debit
2024-10-04,Convenience Store,-308.27,USD,debit
2024-10-04,Electronics Hub,-134.43,USD,debit
2024-10-05,Water Bill,-283.57,USD,debit
2024-10-05,Water Bill,-323.87,USD,debit
2024-10-05,Target,-190.25,USD,debit
2024-10-06,Charity Donation,-247.99,USD,debit
2024-10-06,Starbucks,-287.27,USD,debit
2024-10-07,Apple Store,-258.01,USD,debit
2024-10-07,Water Bill REFUND,115.44,USD,credit
2024-10-07,Mobile Recharge,-175.99,USD,debit
2024-10-07,Mobile Recharge,-175.99,USD,debit
2024-10-08,Hardware Depot,-177.86,USD,debit
2024-10-08,Uber Trip,-332.23,USD,debit
2024-10-08,Shoe Outlet,-125.6,USD,debit
2024-10-11,Parking Fine,-82.52,USD,debit
2024-10-11,Uber Trip,-240.33,USD,debit
2024-10-11,Lottery,-138.61,USD,debit
2024-10-12,Insurance Premium,-107.27,USD,debit
2024-10-12,Gym Day Pass,-238.43,USD,debit
2024-10-13,Convenience Store,-109.13,USD,debit
2024-10-14,IKEA,-285.04,USD,debit
2024-10-15,Credit Card Payment,-201.45,USD,debit
2024-10-16,Lyft Ride,-252.49,USD,debit
2024-10-16,Train Ticket REFUND,19.84,USD,credit
2024-10-17,Hotel Booking REFUND,109.25,USD,credit
2024-10-17,Government Fees,-265.28,USD,debit
2024-10-18,McDonald's,-162.28,USD,debit
2024-10-18,Target,-122.97,USD,debit
2024-10-19,Flight Ticket,-325.65,USD,debit
2024-10-19,Gym Day Pass,-68.16,USD,debit
2024-10-20,Subway,-215.02,USD,debit
2024-10-21,Pet Store REFUND,135.17,USD,credit
2024-10-21,Shell Gas Station,-298.39,USD,debit
2024-10-21,Fish Market REFUND,19.41,USD,credit
2024-10-24,Starbucks,-20.48,USD,debit
2024-10-24,Walmart,-305.18,USD,debit
2024-10-24,IKEA,-319.82,USD,debit
2024-10-25,Gas Station,-77.56,USD,debit
2024-10-25,Gas Station,-312.79,USD,debit
2024-10-25,Pet Store REFUND,62.66,USD,credit
2024-10-26,Insurance Premium,-217.71,USD,debit
2024-10-26,Spotify Refund,-278.34,USD,debit
2024-10-27,Mobile Recharge,-6.51,USD,debit
2024-10-27,Toy Shop,-315.82,USD,debit
2024-10-27,Amazon Marketplace,-238.98,USD,debit
2024-10-28,Home Improvement,-184.56,USD,debit
2024-10-28,Internet Payment,-28.43,USD,debit
2024-10-29,Apple Store,-31.48,USD,debit
2024-10-29,Electric Bill,-148.3,USD,debit
2024-10-29,Charity Donation,-308.77,USD,debit
2024-10-30,Internet Payment,-166.74,USD,debit
2024-10-30,Pharmacy Express,-14.33,USD,debit
2024-10-31,KFC,-263.92,USD,debit
2024-11-01,KFC,-278.29,USD,debit
2024-11-02,Target,-61.42,USD,debit
2024-11-03,YNAB Subscription,-9.04,USD,debit
2024-11-04,Best Buy,-325.29,USD,debit
2024-11-06,Car Wash,-203.63,USD,debit
2024-11-07,Linode Subscription,-9.69,USD,debit
2024-11-07,Medical Center,-203.25,USD,debit
2024-11-07,Fish Market,-141.95,USD,debit
2024-11-07,KFC,-19.42,USD,debit
2024-11-08,Monday.com Subscription,-12.46,USD,debit
2024-11-08,Car Wash,-311.52,USD,debit
2024-11-08,Bakery,-89.64,USD,debit
2024-11-08,Dental Clinic,-318.19,USD,debit
2024-11-09,GCP Subscription,-25.27,USD,debit
2024-11-09,Shell Gas Station,-206.98,USD,debit
2024-11-09,Target,-92.76,USD,debit
2024-11-09,Backblaze Subscription,-7.58,USD,debit
2024-11-10,Farmers Market,-266.4,USD,debit
2024-11-10,Government Fees,-175.75,USD,debit
2024-11-10,Lottery,-241.04,USD,debit
2024-11-10,Apple iCloud Subscription,-1.68,USD,debit
2024-11-11,WSJ Subscription,-10.31,USD,debit
2024-11-12,Hardware Depot,-269.89,USD,debit
2024-11-12,LastPass Subscription,-3.51,USD,debit
2024-11-14,Spotify Premium Subscription,-14.46,USD,debit
2024-11-15,Cinema City,-127.46,USD,debit
2024-11-15,Shoe Outlet REFUND,91.01,USD,credit
2024-11-15,TIDAL Subscription,-10.59,USD,debit
2024-11-15,IKEA,-306.38,USD,debit
2024-11-17,Parking Fine,-137.6,USD,debit
2024-11-17,Azure Subscription,-25.67,USD,debit
2024-11-18,Pet Store,-118.33,USD,debit
2024-11-18,Train Ticket,-251.24,USD,debit
2024-11-18,Amazon Refund,-27.74,USD,debit
2024-11-18,Cloudflare Subscription,-5.68,USD,debit
2024-11-19,Surfshark Subscription,-3.0,USD,debit
2024-11-19,Apple Store,-16.79,USD,debit
2024-11-19,Electronics Hub,-193.01,USD,debit
2024-11-19,Internet Payment,-335.93,USD,debit
2024-11-20,Claude Pro Subscription,-19.56,USD,debit
2024-11-20,Duolingo Plus Subscription,-6.66,USD,debit
2024-11-20,McDonald's REFUND,63.49,USD,credit
2024-11-21,Garden Center,-239.6,USD,debit
2024-11-21,Amazon Refund,-286.04,USD,debit
2024-11-21,Chevron Gas,-74.81,USD,debit
2024-11-22,Government Fees,-235.94,USD,debit
2024-11-23,Garden Center,-344.3,USD,debit
2024-11-23,ATM Withdrawal,-234.08,USD,debit
2024-11-24,Spotify Refund,-331.43,USD,debit
2024-11-24,Flight Ticket,-9.91,USD,debit
2024-11-24,Canva Pro Subscription,-13.43,USD,debit
2024-11-25,Liquor Store,-77.59,USD,debit
2024-11-25,Proton Mail Subscription,-4.72,USD,debit
2024-11-25,Medical Center,-231.28,USD,debit
2024-11-25,PayPal Transfer,-11.41,USD,debit
2024-11-26,McDonald's,-54.82,USD,debit
2024-11-26,Flight Ticket,-272.26,USD,debit
2024-11-27,Flight Ticket,-275.97,USD,debit
2024-11-27,PayPal Transfer,-255.82,USD,debit
2024-11-29,Gym Day Pass,-335.63,USD,debit
