date,description,amount,currency,type
2024-10-02,ATM Withdrawal,-149.12,USD,debit
2024-10-02,Best Buy,-87.43,USD,debit
2024-10-04,Bakery,-267.46,USD,debit
2024-10-04,Hotel Booking,-104.52,USD,debit
2024-10-05,Shell Gas Station,-219.05,USD,debit
2024-10-05,Starbucks,-21.77,USD,debit
2024-10-05,Lyft Ride,-229.9,USD,debit
2024-10-06,Starbucks,-218.46,USD,debit
2024-10-06,Cinema City,-93.05,USD,debit
2024-10-06,Dental Clinic,-49.32,USD,debit
2024-10-07,Uber Trip,-203.78,USD,debit
2024-10-07,Walmart,-30.48,USD,debit
2024-10-09,Amazon Refund,-142.91,USD,debit
2024-10-10,Train Ticket,-34.21,USD,debit
2024-10-10,Parking Fine,-242.67,USD,debit
2024-10-10,Tax Refund,-57.21,USD,debit
2024-10-11,Garden Center,-339.28,USD,debit
2024-10-11,Subway,-159.19,USD,debit
2024-10-12,Government Fees,-256.03,USD,debit
2024-10-12,Credit Card Payment,-54.02,USD,debit
2024-10-13,Parking Fine,-298.99,USD,debit
2024-10-13,Convenience Store,-226.43,USD,debit
2024-10-14,Insurance Premium,-98.84,USD,debit
2024-10-15,Water Bill,-74.1,USD,debit
2024-10-16,Gym Day Pass,-17.02,USD,debit
2024-10-16,ATM Withdrawal,-19.29,USD,debit
2024-10-17,Insurance Premium,-148.7,USD,debit
2024-10-17,Electronics Hub,-160.13,USD,debit
2024-10-18,Domino's Pizza,-228.98,USD,debit
2024-10-18,Medical Center,-36.59,USD,debit
2024-10-18,Lottery,-72.24,USD,debit
2024-10-19,Amazon Marketplace,-27.59,USD,debit
2024-10-20,Toy Shop,-104.82,USD,debit
2024-10-21,Target,-252.02,USD,debit
2024-10-21,Burger King,-231.65,USD,debit
2024-10-23,Garden Center,-273.67,USD,debit
2024-10-24,Parking Fine,-83.87,USD,debit
2024-10-24,Lottery,-111.16,USD,debit
2024-10-25,Lyft Ride,-258.1,USD,debit
2024-10-25,Internet Payment,-343.37,USD,debit
2024-10-26,ATM Withdrawal,-63.91,USD,debit
2024-10-27,Liquor Store,-243.31,USD,debit
2024-10-27,Cinema City,-53.88,USD,debit
2024-10-27,Local Diner,-321.33,USD,debit
2024-10-28,Subway,-301.1,USD,debit
2024-10-28,Lottery,-13.83,USD,debit
2024-10-28,Bakery,-309.75,USD,debit
2024-10-31,Lyft Ride,-348.73,USD,debit
2024-10-31,Chevron Gas,-268.44,USD,debit
2024-10-31,Thrift Store,-301.48,USD,debit
2024-11-01,Venmo Payment,-168.94,USD,debit
2024-11-01,Internet Payment,-87.8,USD,debit
2024-11-01,Charity Donation,-137.01,USD,debit
2024-11-02,Internet Payment,-50.55,USD,debit
2024-11-02,Credit Card Payment,-195.16,USD,debit
2024-11-04,Butcher Shop,-270.22,USD,debit
2024-11-05,Credit Card Payment,-221.67,USD,debit
2024-11-05,Butcher Shop,-101.82,USD,debit
2024-11-06,ExpressVPN Subscription,-13.68,USD,debit
2024-11-06,Prime Video Subscription,-15.08,USD,debit
2024-11-06,Subway,-196.77,USD,debit
2024-11-06,Internet Payment,-292.09,USD,debit
2024-11-07,Walmart,-142.66,USD,debit
2024-11-07,Fish Market,-148.61,USD,debit
2024-11-07,Starbucks REFUND,44.39,USD,credit
2024-11-08,Medium Subscription,-5.13,USD,debit
2024-11-09,Chegg Subscription,-14.92,USD,debit
2024-11-09,Bakery,-216.41,USD,debit
2024-11-09,Linode Subscription,-9.85,USD,debit
2024-11-10,Toy Shop,-264.86,USD,debit
2024-11-10,Venmo Payment,-88.98,USD,debit
2024-11-11,Convenience Store,-25.83,USD,debit
2024-11-12,Garden Center,-234.34,USD,debit
2024-11-12,KFC,-68.29,USD,debit
2024-11-12,Grocery Store,-213.51,USD,debit
2024-11-13,Amazon Refund,-196.6,USD,debit
2024-11-14,Chevron Gas,-300.3,USD,debit
2024-11-14,Shoe Outlet,-265.43,USD,debit
2024-11-15,Mobile Recharge REFUND,79.28,USD,credit
2024-11-15,Mobile Recharge REFUND,79.28,USD,credit
2024-11-15,Starbucks,-82.05,USD,debit
2024-11-16,Bakery,-143.84,USD,debit
